Client,30 Day Check-in,60 Day Check-in,90 Day Check-in,Activation Date,Assigned AM,Assigned CSA,Average MRR,Billing MRR,Client Code,Client_URL,Contract End Date,Contract Start Date,Customer_ID,Graduation Date,Graduation Status,Last CBR Date,Last Contacted Date,Notes / sentiment,Odin MRR,PSA Web MRR,Payments MRR,Payments Rev Share,Projects,Rev.io Product,Status,Tasks,Tigerpaw MRR,Type
MIX Networks,,,,"September 9, 2026 3:16 AM (EDT)",Rachael Buchtan,Jakob Champion,"$11,931.43","$11,222.37",MIXNETWORKS,MIXNETWORKS,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",21015,,,"September 12, 2023","May 29, 2026",June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"Atlantech Online, Inc.",,,,"June 18, 2019 8:00 PM (EDT)",Ryan Burton,Katerra Stephenson-Greenwood,"$11,651.95",,ATLANTECHONLINE,ATLANTECHONLINE,"June 18, 2026 8:00 PM (EDT)","June 18, 2025 8:00 PM (EDT)",1252,,,"May 8, 2026","May 29, 2026",,,,,,,"Billing, Payments",Active,,,
C3 Complete,,,,"June 18, 2023 8:00 PM (EDT)",Ryan Burton,Katerra Stephenson-Greenwood,"$11,655.83","$11,202.61",C3,C3,"June 17, 2026 8:00 PM (EDT)","June 18, 2023 8:00 PM (EDT)",1500,,,"January 31, 2023",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$463.48,,,Billing,Active,,$0.00,
Blueline Telecom,"May 30, 2026","June 29, 2026","July 29, 2026","February 21, 2023 7:00 PM (EST)",Rachael Buchtan,Justin Lee,"$11,962.61","$11,293.53","BLUELINE, BLUELINEPSA","BLUELINE, BLUELINEPSA","February 20, 2026 7:00 PM (EST)","February 21, 2023 7:00 PM (EST)",1490,"April 30, 2026",Graduated,"June 22, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$826.00,$467.87,,,"Billing, PSA Web",Active,,$0.00,
FluentStream,,,,"March 9, 2023 7:00 PM (EST)",Rachael Buchtan,Ingrid Beard,"$10,891.76","$10,828.32",FLUENTSTREAM,FLUENTSTREAM,"March 8, 2026 8:00 PM (EDT)","March 9, 2023 7:00 PM (EST)",1505,,,"December 3, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,"$4,081.25",,,"Billing, Payments",Active,,$0.00,
"Toly Digital Networks, Inc.",,,,"November 30, 2021 7:00 PM (EST)",Rachael Buchtan,Justin Lee,"$11,059.22",,TOLY,TOLY,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",1417,,,"March 25, 2026",,,,,,,,"Billing, Payments",Active,,,
Unified Global Solutions LLC,,,,"September 1, 2021 8:00 PM (EDT)",Rachael Buchtan,Jakob Champion,"$11,328.13",,UNIFIEDGLOBAL,UNIFIEDGLOBAL,"May 17, 2029 8:00 PM (EDT)","May 18, 2026 8:00 PM (EDT)",1394,,,"January 28, 2026",,,,,,,,"Billing, Payments",Active,,,
Quick Copper Communications,,,,"May 17, 2020 8:00 PM (EDT)",Rachael Buchtan,Jakob Champion,"$11,537.93","$9,222.53","QUICKCOPPER, QUICKCOPPER_SANDBOX, QUICKCOPPERCOMMPSA","QUICKCOPPER, QUICKCOPPER_SANDBOX, QUICKCOPPERCOMMPSA","January 30, 2027 7:00 PM (EST)","January 31, 2026 7:00 PM (EST)",1346,,,"December 17, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$116.27,,,"Billing, PSA Web, Payments, Tigerpaw",Active,,$650.00,
C-Spire Fiber,,,,"September 9, 2026 3:16 AM (EDT)",,Jakob Champion,"$10,866.50",,CSPIREODIN,CSPIREODIN,"January 20, 2026 7:00 PM (EST)","January 21, 2025 7:00 PM (EST)",1506,,,"July 13, 2026",,,,,,,,Odin,,,,
Comm-Core,,,,"January 22, 2017 7:00 PM (EST)",Sarah McGovern,Katerra Stephenson-Greenwood,"$10,753.81","$10,600.33",COMMCORE,COMMCORE,"July 28, 2023 8:00 PM (EDT)","July 29, 2020 8:00 PM (EDT)",1152,,,"January 30, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"Hotwire Communications, Ltd.",,,,"September 9, 2026 3:16 AM (EDT)",,Ingrid Beard,"$10,405.34",$0.00,HOTWIREODIN,HOTWIREODIN,"September 25, 2024 8:00 PM (EDT)","September 26, 2022 8:00 PM (EDT)",1451,,,"December 4, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,"$10,300.00",$0.00,$0.00,,,Odin,Active,,$0.00,
"AltiGen Communications, Inc.",,,,"September 18, 2023 8:00 PM (EDT)",Ryan Burton,Justin Lee,"$9,993.78","$10,015.03","ALTIGEN, ALTIGEN_SANDBOX","ALTIGEN, ALTIGEN_SANDBOX","September 17, 2026 8:00 PM (EDT)","September 18, 2023 8:00 PM (EDT)",1409,,,"October 3, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,"$1,221.50",,,Billing,Active,,$0.00,
"SimpleVoIP, LLC",,,,"June 24, 2018 8:00 PM (EDT)",Rachael Buchtan,Jakob Champion,"$10,010.91",,SIMPLEVOIP,SIMPLEVOIP,"October 27, 2027 8:00 PM (EDT)","October 28, 2024 8:00 PM (EDT)",1231,,,"December 5, 2024",,,,,,,,"Billing, Payments",Active,,,
"Edge Communications Solutions, LLC",,,,"November 29, 2022 7:00 PM (EST)",Rachael Buchtan,Katerra Stephenson-Greenwood,"$10,228.83","$10,092.83",EDGE,EDGE,"March 25, 2029 8:00 PM (EDT)","March 26, 2026 8:00 PM (EDT)",1438,,,"February 5, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Ucomtel,,,,"September 29, 2022 8:00 PM (EDT)",Rachael Buchtan,Ingrid Beard,"$10,176.67","$10,246.44",UCOMTEL,UCOMTEL,"September 28, 2025 8:00 PM (EDT)","September 29, 2022 8:00 PM (EDT)",1428,,,"January 13, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$84.11,,,"Billing, Payments",Active,,$0.00,
Asset Black,,,,"January 29, 2023 7:00 PM (EST)",Ryan Burton,Justin Lee,"$9,599.89","$9,641.24",ASSETBLK,ASSETBLK,"January 28, 2026 7:00 PM (EST)","January 29, 2023 7:00 PM (EST)",1432,,,"July 17, 2025","May 1, 2026",June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"Pulsar360, Inc.",,,,"July 13, 2026 3:16 AM (EDT)",Rachael Buchtan,Justin Lee,"$9,500.00","$9,500.00",PULSAR,PULSAR,"June 29, 2022 8:00 PM (EDT)","June 30, 2019 8:00 PM (EDT)",21001,,,"May 16, 2023",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Atron Solutions,"May 17, 2026","June 16, 2026","July 16, 2026","September 14, 2021 8:00 PM (EDT)",Rachael Buchtan,Justin Lee,"$9,449.00","$8,900.00","ATRON, ATRONSOLUTIONSPSA","ATRON, ATRONSOLUTIONSPSA","September 29, 2027 8:00 PM (EDT)","September 30, 2024 8:00 PM (EDT)",1385,"April 17, 2026",Graduated,"February 6, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$549.00,$256.44,,,"Billing, PSA Web, Payments",Active,,$0.00,
Broadband Office Solutions,,,,"December 30, 2014 7:00 PM (EST)",Ryan Burton,Jakob Champion,"$9,429.61","$9,337.53",BBOSOLUTIONS,BBOSOLUTIONS,"December 30, 2028 7:00 PM (EST)","December 31, 2025 7:00 PM (EST)",1071,,,"March 16, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Mongotel Inc.,,,,"August 18, 2014 8:00 PM (EDT)",Rachael Buchtan,Jakob Champion,"$9,201.32",,MONGO,MONGO,"February 18, 2019 7:00 PM (EST)","August 18, 2018 8:00 PM (EDT)",1063,,,"March 26, 2026",,,,,,,,"Billing, Payments",Active,,,
Voitress,,,,"June 12, 2016 8:00 PM (EDT)",Rachael Buchtan,Jakob Champion,"$8,672.13","$8,823.29",SPOKE,SPOKE,"February 19, 2027 7:00 PM (EST)","February 20, 2024 7:00 PM (EST)",1118,,,"March 25, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$136.53,,,"Billing, Payments",Active,,$0.00,
Viirtue LLC (Zeus),,,,"January 28, 2016 7:00 PM (EST)",Rachael Buchtan,Katerra Stephenson-Greenwood,"$5,686.30","$9,532.46",ELEMENTPBX,ELEMENTPBX,"June 30, 2028 8:00 PM (EDT)","July 1, 2026 8:00 PM (EDT)",1114,,,"December 22, 2022",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
JCT (Johnston Communications Voice & Data),,,,"September 9, 2026 3:16 AM (EDT)",Blaine Villafuerte,Katerra Stephenson-Greenwood,"$9,744.18",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22769,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$9,663.10",
Techmode,,,,"January 5, 2020 7:00 PM (EST)",Sarah McGovern,Katerra Stephenson-Greenwood,"$9,347.68","$8,007.34",TECHMODE,TECHMODE,"February 27, 2027 7:00 PM (EST)","February 29, 2024 7:00 PM (EST)",1337,,,"January 13, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$480.62,,,"Billing, Payments, Tigerpaw",Active,,"$1,256.66",
Netagen Communication Technologies Inc.,,,,"September 9, 2026 3:16 AM (EDT)",Blaine Villafuerte,Justin Lee,"$9,067.25",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22290,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$9,067.25",
LogicomUSA,,,,"March 1, 2021 7:00 PM (EST)",Rachael Buchtan,Justin Lee,"$8,967.49","$8,835.27","LOGICOMUSA, LOGICOMUSA_SANDBOX","LOGICOMUSA, LOGICOMUSA_SANDBOX","February 29, 2024 7:00 PM (EST)","March 1, 2021 7:00 PM (EST)",1379,,,"April 24, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$24.96,,,"Billing, Payments",Active,,$0.00,
"Dynalink, Inc.",,,,"December 31, 2013 7:00 PM (EST)",Ryan Burton,Katerra Stephenson-Greenwood,"$9,316.35","$9,270.00","DYNALINK, DYNALINK_SANDBOX","DYNALINK, DYNALINK_SANDBOX","May 26, 2027 8:00 PM (EDT)","May 27, 2026 8:00 PM (EDT)",1012,,,"April 16, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$595.47,,,Billing,Active,,$0.00,
GigTel (Endeavor Communications),,,,"March 16, 2022 8:00 PM (EDT)",Rachael Buchtan,,"$8,499.30",,"GIGTEL, GIGTEL_Sandbox","GIGTEL, GIGTEL_Sandbox","February 27, 2029 7:00 PM (EST)","February 28, 2026 7:00 PM (EST)",1418,,,"October 27, 2025",,,,,,,,"Billing, Payments",Active,,,
"Bullfrog Group, LLC","April 26, 2026","May 26, 2026","June 25, 2026","September 29, 2015 8:00 PM (EDT)",Rachael Buchtan,Katerra Stephenson-Greenwood,"$8,037.32",,"INVOIP, INVOIPPSA","INVOIP, INVOIPPSA","February 27, 2029 7:00 PM (EST)","February 28, 2026 7:00 PM (EST)",1111,"March 27, 2026",,"May 11, 2026",,,,,,,,"Billing, PSA Web",Active,,,
Uniti Fiber LLC C/O C00093581,,,,"September 9, 2026 3:16 AM (EDT)",Ryan Burton,Katerra Stephenson-Greenwood,"$7,978.74",,UNITIPBS,UNITIPBS,"April 24, 2026 8:00 PM (EDT)","April 25, 2021 8:00 PM (EDT)",1464,,,"August 7, 2024",,,,,,,,Odin,Active,,,
Grid4 Communications,,,,"March 18, 2018 8:00 PM (EDT)",Ryan Burton,Justin Lee,"$8,301.32","$8,155.85",GRID4,GRID4,"September 11, 2025 8:00 PM (EDT)","September 12, 2024 8:00 PM (EDT)",1180,,,"January 16, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$427.96,,,"Billing, Payments",Active,,$0.00,
LightSpar,,,,"July 18, 2024 8:00 PM (EDT)",Sarah McGovern,Ingrid Beard,"$8,526.83","$8,559.36",LIGHTSPAR,LIGHTSPAR,"July 17, 2027 8:00 PM (EDT)","July 18, 2024 8:00 PM (EDT)",21048,,,"November 5, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$93.18,,,"Billing, Payments",Active,,$0.00,
Simplicity VoIP,,,,"June 29, 2020 8:00 PM (EDT)",Rachael Buchtan,Katerra Stephenson-Greenwood,"$9,041.32","$8,634.90",SIMPLICITYVOIP,SIMPLICITYVOIP,"October 29, 2027 8:00 PM (EDT)","October 30, 2024 8:00 PM (EDT)",1347,,,"September 30, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$469.62,,,"Billing, Payments",Active,,$0.00,
"DialToneServices, L.P.",,,,"September 30, 2024 8:00 PM (EDT)",Rachael Buchtan,Justin Lee,"$8,001.34",$0.00,"DIALTONE, RANGE","DIALTONE, RANGE","September 29, 2025 8:00 PM (EDT)","September 30, 2024 8:00 PM (EDT)",21061,,,"April 23, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$41.27,,,Billing,Active,,$0.00,
Exponential-e,,,,"September 9, 2026 3:16 AM (EDT)",,,"$8,000.71",$0.00,EXPO,EXPO,"February 27, 2027 7:00 PM (EST)","February 28, 2026 7:00 PM (EST)",1447,,,"May 11, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,"$8,000.00",$0.00,$0.00,,,Odin,Active,,$0.00,
CATAPULT,,,,"September 9, 2026 3:16 AM (EDT)",Ryan Burton,Justin Lee,"$10,798.04",,CATAPULT,CATAPULT,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",21026,,,,,,,,,,,Billing,Active,,,
CallHarbor,,,,"November 28, 2022 7:00 PM (EST)",Rachael Buchtan,Jakob Champion,"$7,866.13","$7,720.52",CALLHARBOR,CALLHARBOR,"November 27, 2025 7:00 PM (EST)","November 28, 2022 7:00 PM (EST)",1434,,,"April 14, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,"$1,117.51",,,"Billing, Payments",Active,,$0.00,
"Parker FiberNet, LLC",,,,"January 26, 2011 7:00 PM (EST)",Rachael Buchtan,Ingrid Beard,"$9,428.78","$8,200.71",PARKER,PARKER,"August 13, 2014 8:00 PM (EDT)","August 14, 2011 8:00 PM (EDT)",1027,,,"February 17, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$94.15,,,"Billing, Payments",Active,,$0.00,
TelCloud Corporation,,,,"June 1, 2021 8:00 PM (EDT)",Rachael Buchtan,Ingrid Beard,"$10,241.20","$12,879.64",TELCLOUD,TELCLOUD,"May 31, 2024 8:00 PM (EDT)","June 1, 2021 8:00 PM (EDT)",1387,,,"June 30, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"Billing, Payments",Active,,$0.00,
Worldcom Exchange Inc,,,,"September 9, 2026 3:16 AM (EDT)",,,"$7,920.22",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22801,,,"July 10, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$7,873.91",
"Number Sentry, LLC",,,,"November 29, 2022 7:00 PM (EST)",Rachael Buchtan,Justin Lee,"$6,678.41",,"1485, NUMBERSENTRY","1485, NUMBERSENTRY","August 26, 2028 8:00 PM (EDT)","August 27, 2025 8:00 PM (EDT)",1485,,,"February 26, 2026",,,,,,,,Billing,Active,,,
IPitomy,,,,"September 29, 2022 8:00 PM (EDT)",Ryan Burton,Jakob Champion,"$7,328.59","$7,266.89",IPITOMY,IPITOMY,"February 27, 2028 7:00 PM (EST)","February 28, 2025 7:00 PM (EST)",1475,,,"October 28, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$111.25,,,"Billing, Payments",Active,,$0.00,
"Bridgeconnex, LLC",,,,"February 3, 2019 7:00 PM (EST)",Rachael Buchtan,Justin Lee,"$7,166.67","$7,164.84","BRIDGECONNEX, BRIDGECONNEX_SANDBOX","BRIDGECONNEX, BRIDGECONNEX_SANDBOX","October 4, 2028 8:00 PM (EDT)","October 5, 2026 8:00 PM (EDT)",1257,,,"July 9, 2026","May 27, 2026",June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$644.65,,,Billing,Active,,$0.00,
Bank-Tec South,,,,"September 9, 2026 3:16 AM (EDT)",Blaine Villafuerte,Jakob Champion,"$6,520.00",$0.00,BANKTECSOUTHPSA,BANKTECSOUTHPSA,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22139,,,"July 23, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$35.14,,,PSA Web,Active,,$0.00,
"HyVee, Inc. dba  A+ Communications & Security",,,,"September 9, 2026 3:16 AM (EDT)",,Jakob Champion,"$7,081.50",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22178,,,"June 12, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$7,075.00",
"Eastern DataComm, LLC",,,,"September 9, 2026 3:16 AM (EDT)",,,"$5,943.89",$0.00,"Eastern DataComm, LLC, Symbrant Technologies, LLC","Eastern DataComm, LLC, Symbrant Technologies, LLC","September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22161,,,"June 1, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$5,884.60",
Digital Connections,,,,"September 9, 2026 3:16 AM (EDT)",Ryan Burton,Katerra Stephenson-Greenwood,"$7,501.20","$7,303.93",DIGITALCONN,DIGITALCONN,"April 29, 2024 8:00 PM (EDT)","April 30, 2023 8:00 PM (EDT)",20014,,,"March 26, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"4Voice, LLC",,,,"May 23, 2024 8:00 PM (EDT)",Rachael Buchtan,,"$6,539.66","$6,223.43","4VOICE, 4VOICEPSA, 4VOICEREVIO","4VOICE, 4VOICEPSA, 4VOICEREVIO","May 22, 2027 8:00 PM (EDT)","May 23, 2024 8:00 PM (EDT)",20055,,,"June 4, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$315.00,"$1,105.02",,,"Billing, PSA Web",Active,,$0.00,
"Strategic Communications, LLC",,,,"September 9, 2026 3:16 AM (EDT)",,Justin Lee,"$7,016.82",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22134,,,"December 11, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$6,946.89",
"United Data Technologies, Inc.",,,,"March 19, 2025 8:00 PM (EDT)",Rachael Buchtan,Justin Lee,"$6,504.93",,UNITEDDATA,UNITEDDATA,"March 18, 2028 8:00 PM (EDT)","March 19, 2025 8:00 PM (EDT)",21966,,,"January 28, 2026",,,,,,,,Billing,Active,,,
Southeast Network Specialists LLC,,,,"July 27, 2023 8:00 PM (EDT)",Sarah McGovern,,"$6,631.20","$6,173.15",SNS,SNS,"April 29, 2028 8:00 PM (EDT)","April 30, 2025 8:00 PM (EDT)",21002,,,"March 18, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$625.26,,,Billing,Active,,$0.00,
TeleCloud,,,,"November 18, 2020 7:00 PM (EST)",Rachael Buchtan,Ingrid Beard,"$6,349.76","$6,376.42","1, TELECLOUD","1, TELECLOUD","January 30, 2027 7:00 PM (EST)","January 31, 2024 7:00 PM (EST)",1349,,,"March 12, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$4.15,,,"Billing, Payments",Active,,$0.00,
California Telecom,,,,"August 15, 2019 8:00 PM (EDT)",Sarah McGovern,Jakob Champion,"$6,552.76","$5,986.16","CALTEL, caltel_SANDBOX","CALTEL, caltel_SANDBOX","June 25, 2022 8:00 PM (EDT)","June 26, 2019 8:00 PM (EDT)",1295,,,"April 21, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$337.25,,,"Billing, Payments",Active,,$0.00,
Communications Management Services,,,,"September 12, 2024 8:00 PM (EDT)",Sarah McGovern,Justin Lee,"$8,675.34",$0.00,CMS,CMS,"September 11, 2027 8:00 PM (EDT)","September 12, 2024 8:00 PM (EDT)",21052,,,"July 9, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$77.82,,,Billing,Active,,$0.00,
"Stellar Private Cable Systems, Inc.",,,,"January 15, 2016 7:00 PM (EST)",Rachael Buchtan,,"$6,138.96","$6,130.34","ESCOTECH, ESCOTECH_SANDBOX, ESCOTECH_SYNC","ESCOTECH, ESCOTECH_SANDBOX, ESCOTECH_SYNC","June 17, 2022 8:00 PM (EDT)","June 18, 2019 8:00 PM (EDT)",1103,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"Billing, Payments",Active,,$0.00,
Vested Networks,,,,"April 10, 2025 8:00 PM (EDT)",Ryan Burton,Ingrid Beard,"$7,200.00","$7,200.00",VESTEDNETWORKS,VESTEDNETWORKS,"March 30, 2028 8:00 PM (EDT)","March 31, 2026 8:00 PM (EDT)",21976,,,"October 27, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,-$9.69,,,Billing,Active,,$0.00,
LinkUs Corporation,,,,"September 9, 2026 3:16 AM (EDT)",,Katerra Stephenson-Greenwood,"$5,922.82",$0.00,,,"September 9, 2026 3:16 AM (EDT)","September 9, 2026 3:16 AM (EDT)",22223,,,"August 18, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$5,922.82",
"OIT, LLC",,,,"October 30, 2017 8:00 PM (EDT)",Rachael Buchtan,Justin Lee,"$5,882.56","$5,798.58",OITVOIP,OITVOIP,"April 6, 2025 8:00 PM (EDT)","April 7, 2024 8:00 PM (EDT)",1191,,,"February 12, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$672.26,,,Billing,Active,,$0.00,
